var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv,attack
neighborhood_size_q1,0.0,56.5,diabetes,one-data-set-out,RF,,,
neighborhood_size_minmax,0.0007222222222222222,46.0,diabetes,one-data-set-out,RF,,,
uncertainty_mean,0.016547656000710512,18.0,diabetes,one-data-set-out,RF,,,
uncertainty_q0,0.008674400151696335,27.0,diabetes,one-data-set-out,RF,,,
uncertainty_q25,0.012127702273503358,24.0,diabetes,one-data-set-out,RF,,,
uncertainty_q50,0.015087376659861177,20.0,diabetes,one-data-set-out,RF,,,
uncertainty_q75,0.020665412555240063,14.0,diabetes,one-data-set-out,RF,,,
uncertainty_q1,0.0071317983574259655,28.0,diabetes,one-data-set-out,RF,,,
uncertainty_minmax,0.008793748884677034,25.0,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_mean,0.02328832952078954,10.0,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q0,0.024887816647184494,9.0,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q25,0.006174767864985256,29.0,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q50,0.0006516290726817041,47.0,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q75,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q1,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_minmax,0.02173270105241338,12.0,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_mean,0.020289545060448423,15.0,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q0,0.023158522379665872,11.0,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q25,0.013030846792908198,22.0,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q50,0.018590505117517503,16.0,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q75,0.0030784105242309574,35.0,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q1,0.0,56.5,diabetes,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_minmax,0.012679532022803806,23.0,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_mean,0.039505021075415814,7.0,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q0,0.01814657735826226,17.0,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q25,0.01611411412518224,19.0,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q50,0.004153108465608466,32.0,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q75,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q1,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_minmax,0.028270650192559744,8.0,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0028873982341474608,36.0,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0018465909090909095,40.0,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q25,0.0038614417989417983,33.0,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0022332647093925287,39.0,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,56.5,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,56.5,diabetes,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0011324240411349626,44.0,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_mean,0.003206859478241057,34.0,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q0,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q25,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q50,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q75,0.004862127416756176,30.0,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q1,0.0,56.5,diabetes,one-data-set-out,RF,,,
target_diversity_in_neighborhood_minmax,0.0016851851851851845,42.0,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_mean,0.008703518023370964,26.0,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q0,0.0,56.5,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q25,0.0,56.5,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q50,0.001717764591216604,41.0,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q75,0.0028533261257719456,37.0,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q1,0.001516256313131313,43.0,diabetes,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_minmax,0.002428221288515406,38.0,diabetes,one-data-set-out,RF,,,
bacc_test_mean,0.1052316742751331,2.0,diabetes,one-data-set-out,RF,,,
bacc_test_q0,0.07508328957117368,5.0,diabetes,one-data-set-out,RF,,,
bacc_test_q25,0.09086188302296819,4.0,diabetes,one-data-set-out,RF,,,
bacc_test_q50,0.06985468217855989,6.0,diabetes,one-data-set-out,RF,,,
bacc_test_q75,0.11315564040048484,1.0,diabetes,one-data-set-out,RF,,,
bacc_test_q1,0.10287300655530406,3.0,diabetes,one-data-set-out,RF,,,
bacc_test_minmax,0.0,56.5,diabetes,one-data-set-out,RF,,,
n_test,0.0,52.0,wilt,one-data-set-out,RF,,,
n_classes,0.0,52.0,wilt,one-data-set-out,RF,,,
neighborhood_size_mean,0.0052624883286648,23.0,wilt,one-data-set-out,RF,,,
neighborhood_size_q0,0.0,52.0,wilt,one-data-set-out,RF,,,
neighborhood_size_q25,0.0028538011695906427,29.0,wilt,one-data-set-out,RF,,,
neighborhood_size_q50,0.0034097222222222224,25.0,wilt,one-data-set-out,RF,,,
neighborhood_size_q75,0.0,52.0,wilt,one-data-set-out,RF,,,
neighborhood_size_q1,0.0,52.0,wilt,one-data-set-out,RF,,,
neighborhood_size_minmax,0.0,52.0,wilt,one-data-set-out,RF,,,
uncertainty_mean,0.0021224489795918368,32.0,wilt,one-data-set-out,RF,,,
uncertainty_q0,0.0,52.0,wilt,one-data-set-out,RF,,,
uncertainty_q25,0.0,52.0,wilt,one-data-set-out,RF,,,
uncertainty_q50,0.0017648287385129491,33.0,wilt,one-data-set-out,RF,,,
uncertainty_q75,0.0007222222222222222,37.0,wilt,one-data-set-out,RF,,,
uncertainty_q1,0.0007386363636363636,36.0,wilt,one-data-set-out,RF,,,
uncertainty_minmax,0.0,52.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_mean,0.06618215653264672,7.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q0,0.0030303030303030303,26.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q25,0.006462301587301589,21.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q50,0.057157720057720074,8.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q75,0.020224478680361035,14.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_q1,0.0,52.0,wilt,one-data-set-out,RF,,,
target_approx_consistency_in_neighborhood_minmax,0.0,52.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_mean,0.01674290852704718,15.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q0,0.006053571428571427,22.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q25,0.012573435128969185,20.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q50,0.013902602707749767,17.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q75,0.02871351860786845,11.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_q1,0.0,52.0,wilt,one-data-set-out,RF,,,
pred_targets_consistency_in_neighborhood_minmax,0.0,52.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_mean,0.03442766385661123,10.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q0,0.02543343557518701,12.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q25,0.015030055014430017,16.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q50,0.04021799814201775,9.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q75,0.013433142794597903,19.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_q1,0.0,52.0,wilt,one-data-set-out,RF,,,
target_targets_consistency_in_neighborhood_minmax,0.025308874036944214,13.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,52.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,52.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,52.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0011470588235294116,35.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,52.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,52.0,wilt,one-data-set-out,RF,,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.000195488721804511,38.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_mean,0.0021666666666666666,31.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q0,0.0,52.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q25,0.0,52.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q50,0.0,52.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q75,0.0029308035714285707,27.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_q1,0.0,52.0,wilt,one-data-set-out,RF,,,
target_diversity_in_neighborhood_minmax,0.002874634502923977,28.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_mean,0.0014869281045751636,34.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q0,0.0,52.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q25,0.0,52.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q50,0.004322368421052631,24.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q75,0.01382998418665712,18.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_q1,0.0027445409982174694,30.0,wilt,one-data-set-out,RF,,,
approx_diversity_in_neighborhood_minmax,0.0,52.0,wilt,one-data-set-out,RF,,,
bacc_test_mean,0.09664285714285714,4.0,wilt,one-data-set-out,RF,,,
bacc_test_q0,0.08917437533227007,5.0,wilt,one-data-set-out,RF,,,
bacc_test_q25,0.09924305555555556,3.0,wilt,one-data-set-out,RF,,,
bacc_test_q50,0.06732142857142857,6.0,wilt,one-data-set-out,RF,,,
bacc_test_q75,0.11080246913580247,1.0,wilt,one-data-set-out,RF,,,
bacc_test_q1,0.10334902653246307,2.0,wilt,one-data-set-out,RF,,,
bacc_test_minmax,0.0,52.0,wilt,one-data-set-out,RF,,,
n_test,0.0,54.0,,one-model-out,RF,lin,,
n_classes,0.0,54.0,,one-model-out,RF,lin,,
neighborhood_size_mean,0.020072549799578766,13.0,,one-model-out,RF,lin,,
neighborhood_size_q0,0.0,54.0,,one-model-out,RF,lin,,
neighborhood_size_q25,0.0037233709273182957,26.0,,one-model-out,RF,lin,,
neighborhood_size_q50,0.022510497673281112,12.0,,one-model-out,RF,lin,,
neighborhood_size_q75,0.004375000000000001,25.0,,one-model-out,RF,lin,,
neighborhood_size_q1,0.0007142857142857144,42.0,,one-model-out,RF,lin,,
neighborhood_size_minmax,0.0,54.0,,one-model-out,RF,lin,,
uncertainty_mean,0.0008370535714285716,38.0,,one-model-out,RF,lin,,
uncertainty_q0,0.0,54.0,,one-model-out,RF,lin,,
uncertainty_q25,0.005127294878081492,24.0,,one-model-out,RF,lin,,
uncertainty_q50,0.00225,34.0,,one-model-out,RF,lin,,
uncertainty_q75,0.0018690191387559806,35.0,,one-model-out,RF,lin,,
uncertainty_q1,0.0024420024420024416,33.0,,one-model-out,RF,lin,,
uncertainty_minmax,0.0,54.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_mean,0.009645839910254436,18.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_q0,0.005761664261664261,23.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_q25,0.002499614121398385,32.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_q50,0.01038505141140082,16.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_q75,0.00639423076923077,21.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,lin,,
target_approx_consistency_in_neighborhood_minmax,0.007017704517704517,20.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_mean,0.04350010445483238,7.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_q0,0.018744624940277115,14.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_q25,0.02648585740858468,11.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_q50,0.02709785870420752,10.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_q75,0.016342404398670386,15.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,lin,,
pred_targets_consistency_in_neighborhood_minmax,0.003311242533210497,27.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_mean,0.005878078817733992,22.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_q0,0.037065341997623014,8.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_q25,0.009901122713071243,17.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_q50,0.009309672815107597,19.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_q75,0.0,54.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,lin,,
target_targets_consistency_in_neighborhood_minmax,0.036207332820632064,9.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0007575757575757576,41.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,54.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_q25,0.0032913633680897113,28.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,54.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,54.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,lin,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0028108465608465616,30.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_mean,0.0008152173913043479,39.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_q0,0.0,54.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_q25,0.0,54.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_q50,0.0,54.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_q75,0.0029209183673469387,29.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_q1,0.001176470588235294,37.0,,one-model-out,RF,lin,,
target_diversity_in_neighborhood_minmax,0.0011904761904761908,36.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_mean,0.002541322314049587,31.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_q0,0.0,54.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_q25,0.0,54.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_q50,0.0007608695652173911,40.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_q75,0.0,54.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,lin,,
approx_diversity_in_neighborhood_minmax,0.0,54.0,,one-model-out,RF,lin,,
bacc_test_mean,0.11059294482255712,3.0,,one-model-out,RF,lin,,
bacc_test_q0,0.1002164436811176,5.0,,one-model-out,RF,lin,,
bacc_test_q25,0.10675653294074346,4.0,,one-model-out,RF,lin,,
bacc_test_q50,0.08505007772339707,6.0,,one-model-out,RF,lin,,
bacc_test_q75,0.12778891869000567,1.0,,one-model-out,RF,lin,,
bacc_test_q1,0.11386120129870131,2.0,,one-model-out,RF,lin,,
bacc_test_minmax,0.0,54.0,,one-model-out,RF,lin,,
n_test,0.002556461930517994,35.0,,one-model-out,RF,nn,,
n_classes,0.0,55.5,,one-model-out,RF,nn,,
neighborhood_size_mean,0.010667186673620498,16.0,,one-model-out,RF,nn,,
neighborhood_size_q0,0.0,55.5,,one-model-out,RF,nn,,
neighborhood_size_q25,0.0015767125031830908,40.0,,one-model-out,RF,nn,,
neighborhood_size_q50,0.008967732248401755,21.0,,one-model-out,RF,nn,,
neighborhood_size_q75,0.0014428963893249615,41.0,,one-model-out,RF,nn,,
neighborhood_size_q1,0.0,55.5,,one-model-out,RF,nn,,
neighborhood_size_minmax,0.0,55.5,,one-model-out,RF,nn,,
uncertainty_mean,0.0090508537459086,20.0,,one-model-out,RF,nn,,
uncertainty_q0,0.007194991992012118,23.0,,one-model-out,RF,nn,,
uncertainty_q25,0.010008341720628873,19.0,,one-model-out,RF,nn,,
uncertainty_q50,0.014774654159422649,12.0,,one-model-out,RF,nn,,
uncertainty_q75,0.01898384997791823,11.0,,one-model-out,RF,nn,,
uncertainty_q1,0.012176676714729566,14.0,,one-model-out,RF,nn,,
uncertainty_minmax,0.005112154967917421,29.0,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_mean,0.011248898910286003,15.0,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_q0,0.0,55.5,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_q25,0.008405989460101303,22.0,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_q50,0.00030570652173913127,45.0,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_q75,0.0008901098901098901,44.0,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,nn,,
target_approx_consistency_in_neighborhood_minmax,0.002484472049689442,37.0,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_mean,0.06275222092874233,7.0,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_q0,0.005736355749793798,27.0,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_q25,0.05478342819593901,9.0,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_q50,0.040462348037301046,10.0,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_q75,0.056784999450184934,8.0,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,nn,,
pred_targets_consistency_in_neighborhood_minmax,0.0024941907449940078,36.0,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_mean,0.00661606418135436,25.0,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_q0,0.014611384007084137,13.0,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_q25,0.006670837900377543,24.0,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_q50,0.0038747672219421442,32.0,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_q75,0.0,55.5,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,nn,,
target_targets_consistency_in_neighborhood_minmax,0.004695088657472559,30.0,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_mean,0.003712894248608535,33.0,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,55.5,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_q25,0.002128326330532212,38.0,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0018759525625658337,39.0,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,55.5,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,nn,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0013014125386996906,43.0,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_mean,0.01039424153152168,17.0,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_q0,0.0,55.5,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_q25,0.0,55.5,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_q50,0.0,55.5,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_q75,0.0035789121868843228,34.0,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,nn,,
target_diversity_in_neighborhood_minmax,0.0,55.5,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_mean,0.005360601572669498,28.0,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_q0,0.0,55.5,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_q25,0.0,55.5,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_q50,0.0059310598940533156,26.0,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_q75,0.010138157109434682,18.0,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_q1,0.0013409818370054443,42.0,,one-model-out,RF,nn,,
approx_diversity_in_neighborhood_minmax,0.00415704975171887,31.0,,one-model-out,RF,nn,,
bacc_test_mean,0.09254104875742276,4.0,,one-model-out,RF,nn,,
bacc_test_q0,0.08241731268613903,6.0,,one-model-out,RF,nn,,
bacc_test_q25,0.10325787437507376,2.0,,one-model-out,RF,nn,,
bacc_test_q50,0.08569587261402582,5.0,,one-model-out,RF,nn,,
bacc_test_q75,0.10478281257199085,1.0,,one-model-out,RF,nn,,
bacc_test_q1,0.09605611450095632,3.0,,one-model-out,RF,nn,,
bacc_test_minmax,0.0,55.5,,one-model-out,RF,nn,,
n_test,0.0022685374149659858,39.0,,one-model-out,RF,svm,,
n_classes,0.0,58.0,,one-model-out,RF,svm,,
neighborhood_size_mean,0.024989392228716767,10.0,,one-model-out,RF,svm,,
neighborhood_size_q0,0.0,58.0,,one-model-out,RF,svm,,
neighborhood_size_q25,0.018269423500065243,14.0,,one-model-out,RF,svm,,
neighborhood_size_q50,0.03601508450690551,8.0,,one-model-out,RF,svm,,
neighborhood_size_q75,0.0031236644855570693,36.0,,one-model-out,RF,svm,,
neighborhood_size_q1,0.0,58.0,,one-model-out,RF,svm,,
neighborhood_size_minmax,0.0,58.0,,one-model-out,RF,svm,,
uncertainty_mean,0.005494690657334519,30.0,,one-model-out,RF,svm,,
uncertainty_q0,0.006300885790828078,28.0,,one-model-out,RF,svm,,
uncertainty_q25,0.009944344977740287,19.0,,one-model-out,RF,svm,,
uncertainty_q50,0.008108350912522065,23.0,,one-model-out,RF,svm,,
uncertainty_q75,0.009852895285984362,20.0,,one-model-out,RF,svm,,
uncertainty_q1,0.012816842487752098,16.0,,one-model-out,RF,svm,,
uncertainty_minmax,0.006409035901169769,26.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_mean,0.002658605314655507,37.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_q0,0.010836478738652651,17.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_q25,0.002242650103519668,40.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_q50,0.010439942264216575,18.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_q75,0.0063669590643274845,27.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_q1,0.0,58.0,,one-model-out,RF,svm,,
target_approx_consistency_in_neighborhood_minmax,0.005604395604395605,29.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_mean,0.040076085389536054,7.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_q0,0.007921921672189206,24.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_q25,0.009287934072174504,21.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_q50,0.024768846882018237,11.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_q75,0.005449646320810003,31.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_q1,0.0,58.0,,one-model-out,RF,svm,,
pred_targets_consistency_in_neighborhood_minmax,0.004078218187041719,32.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_mean,0.012854614359486927,15.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_q0,0.021623275612512535,12.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_q25,0.021582619964221627,13.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_q50,0.008286064425770307,22.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_q75,0.0006666666666666666,48.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_q1,0.0,58.0,,one-model-out,RF,svm,,
target_targets_consistency_in_neighborhood_minmax,0.035669095056690955,9.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0007575757575757576,47.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0012398989898989902,43.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_q25,0.003399801587301588,34.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_q50,0.000529100529100529,49.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,58.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,58.0,,one-model-out,RF,svm,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0008928571428571426,46.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_mean,0.003153652765454008,35.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_q0,0.0,58.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_q25,0.0,58.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_q50,0.0009920634920634918,45.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_q75,0.0068844326186901375,25.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_q1,0.0016544117647058823,42.0,,one-model-out,RF,svm,,
target_diversity_in_neighborhood_minmax,0.0,58.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_mean,0.003540201118326119,33.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_q0,0.0,58.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_q25,0.0,58.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_q50,0.0010573449296275388,44.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_q75,0.0024942406521353895,38.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_q1,0.0019260077895661418,41.0,,one-model-out,RF,svm,,
approx_diversity_in_neighborhood_minmax,0.0004827780914737441,50.0,,one-model-out,RF,svm,,
bacc_test_mean,0.10783789628022473,3.0,,one-model-out,RF,svm,,
bacc_test_q0,0.09081733524824097,5.0,,one-model-out,RF,svm,,
