var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv,attack
bacc_test_q25,0.09326390905641199,4.0,,one-model-out,RF,svm,,
bacc_test_q50,0.08446742587951028,6.0,,one-model-out,RF,svm,,
bacc_test_q75,0.11257335570203217,1.0,,one-model-out,RF,svm,,
bacc_test_q1,0.1080285427563754,2.0,,one-model-out,RF,svm,,
bacc_test_minmax,0.0,58.0,,one-model-out,RF,svm,,
n_test,0.002552628324056895,40.0,,one-model-out,RF,xgb,,
n_classes,0.0,57.0,,one-model-out,RF,xgb,,
neighborhood_size_mean,0.022220357864118797,11.0,,one-model-out,RF,xgb,,
neighborhood_size_q0,0.0,57.0,,one-model-out,RF,xgb,,
neighborhood_size_q25,0.013634146426329088,16.0,,one-model-out,RF,xgb,,
neighborhood_size_q50,0.03229100314538062,8.0,,one-model-out,RF,xgb,,
neighborhood_size_q75,0.0013120702826585182,44.0,,one-model-out,RF,xgb,,
neighborhood_size_q1,0.0,57.0,,one-model-out,RF,xgb,,
neighborhood_size_minmax,0.0,57.0,,one-model-out,RF,xgb,,
uncertainty_mean,0.006201126130074339,27.0,,one-model-out,RF,xgb,,
uncertainty_q0,0.008001517701475516,22.0,,one-model-out,RF,xgb,,
uncertainty_q25,0.007052932092809601,26.0,,one-model-out,RF,xgb,,
uncertainty_q50,0.004523799393187938,36.0,,one-model-out,RF,xgb,,
uncertainty_q75,0.008517380556208123,20.0,,one-model-out,RF,xgb,,
uncertainty_q1,0.007586916346641747,25.0,,one-model-out,RF,xgb,,
uncertainty_minmax,0.01512020032094196,15.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_mean,0.0033079559640061566,38.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_q0,0.010836478738652651,17.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_q25,0.0046093240362727736,34.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_q50,0.010439942264216575,18.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_q75,0.010357752087729204,19.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_q1,0.0,57.0,,one-model-out,RF,xgb,,
target_approx_consistency_in_neighborhood_minmax,0.005604395604395605,30.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_mean,0.03281216458157836,7.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_q0,0.007993257712280842,23.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_q25,0.02138976596896993,12.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_q50,0.026901668008260417,10.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_q75,0.004856499532011041,31.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_q1,0.0,57.0,,one-model-out,RF,xgb,,
pred_targets_consistency_in_neighborhood_minmax,0.006059589794327048,28.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_mean,0.0080881680388358,21.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_q0,0.01735222364377413,13.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_q25,0.015949733094899,14.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_q50,0.004791666666666666,33.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_q75,0.00228667553978113,41.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_q1,0.0,57.0,,one-model-out,RF,xgb,,
target_targets_consistency_in_neighborhood_minmax,0.027814406177192618,9.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_mean,0.002058080808080808,42.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0019501262626262627,43.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_q25,0.004849076949620428,32.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0006349206349206347,46.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,57.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,57.0,,one-model-out,RF,xgb,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,57.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_mean,0.003153652765454008,39.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_q0,0.0,57.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_q25,0.0,57.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_q50,0.0009920634920634918,45.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_q75,0.00763799734100486,24.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_q1,0.0,57.0,,one-model-out,RF,xgb,,
target_diversity_in_neighborhood_minmax,0.0,57.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_mean,0.004565314406597302,35.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_q0,0.0,57.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_q25,0.0,57.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_q50,0.0002902994750820842,48.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_q75,0.005625536099607308,29.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_q1,0.0036994698538176797,37.0,,one-model-out,RF,xgb,,
approx_diversity_in_neighborhood_minmax,0.0004827780914737441,47.0,,one-model-out,RF,xgb,,
bacc_test_mean,0.10480284303112077,4.0,,one-model-out,RF,xgb,,
bacc_test_q0,0.10488908782144118,3.0,,one-model-out,RF,xgb,,
bacc_test_q25,0.09057600740631769,6.0,,one-model-out,RF,xgb,,
bacc_test_q50,0.09080920155552509,5.0,,one-model-out,RF,xgb,,
bacc_test_q75,0.10591093700157,2.0,,one-model-out,RF,xgb,,
bacc_test_q1,0.1166068609659436,1.0,,one-model-out,RF,xgb,,
bacc_test_minmax,0.0,57.0,,one-model-out,RF,xgb,,
n_test,0.0004266640866873066,47.0,,10-fold cross-validation,RF,,0.0,
n_classes,0.0,57.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_mean,0.007944408702680763,23.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_q0,0.0,57.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_q25,0.002853072853072853,35.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_q50,0.013990312879709723,13.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_q75,0.00887033709535364,19.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_q1,0.0,57.0,,10-fold cross-validation,RF,,0.0,
neighborhood_size_minmax,0.0,57.0,,10-fold cross-validation,RF,,0.0,
uncertainty_mean,0.010562312721024356,18.0,,10-fold cross-validation,RF,,0.0,
uncertainty_q0,0.008787956831283236,20.0,,10-fold cross-validation,RF,,0.0,
uncertainty_q25,0.008142754613489738,22.0,,10-fold cross-validation,RF,,0.0,
uncertainty_q50,0.007682901339296499,25.0,,10-fold cross-validation,RF,,0.0,
uncertainty_q75,0.013271843869961721,15.0,,10-fold cross-validation,RF,,0.0,
uncertainty_q1,0.007250316665183804,26.0,,10-fold cross-validation,RF,,0.0,
uncertainty_minmax,0.008736549988270444,21.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_mean,0.017169635830353223,11.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_q0,0.005400641025641025,29.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_q25,0.0039505627007145536,32.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_q50,0.003766025641025641,33.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_q75,0.0013257575757575756,43.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_q1,0.0,57.0,,10-fold cross-validation,RF,,0.0,
target_approx_consistency_in_neighborhood_minmax,0.0018181818181818182,38.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_mean,0.046944924325018,8.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_q0,0.004057711841402811,31.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_q25,0.03313750323070945,9.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_q50,0.05305939581687563,7.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_q75,0.016103931698190684,12.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_q1,0.0,57.0,,10-fold cross-validation,RF,,0.0,
pred_targets_consistency_in_neighborhood_minmax,0.003447430879000877,34.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_mean,0.011235493258573663,17.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_q0,0.013619469968828492,14.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_q25,0.012585589382703353,16.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_q50,0.007768695889738986,24.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_q75,0.0014842235744872657,42.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_q1,0.0,57.0,,10-fold cross-validation,RF,,0.0,
target_targets_consistency_in_neighborhood_minmax,0.02439684350446371,10.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_mean,8.838383838383832e-05,48.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0005489679402722883,45.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0015111838141729447,41.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0005311321830343565,46.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,57.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,57.0,,10-fold cross-validation,RF,,0.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0017386492854971113,39.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_mean,0.004134249975242622,30.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_q0,0.0,57.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_q25,0.0,57.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_q50,0.0,57.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_q75,0.005586161235811586,28.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_q1,0.0,57.0,,10-fold cross-validation,RF,,0.0,
target_diversity_in_neighborhood_minmax,0.0,57.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_mean,0.002545539142821752,36.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_q0,0.0,57.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_q25,0.0,57.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_q50,0.0016666666666666657,40.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_q75,0.006418518670871613,27.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_q1,0.0010584127929236633,44.0,,10-fold cross-validation,RF,,0.0,
approx_diversity_in_neighborhood_minmax,0.0023886868304948804,37.0,,10-fold cross-validation,RF,,0.0,
bacc_test_mean,0.10803389673851813,3.0,,10-fold cross-validation,RF,,0.0,
bacc_test_q0,0.10017638393921624,4.0,,10-fold cross-validation,RF,,0.0,
bacc_test_q25,0.0886452926430623,6.0,,10-fold cross-validation,RF,,0.0,
bacc_test_q50,0.08915603997855634,5.0,,10-fold cross-validation,RF,,0.0,
bacc_test_q75,0.11205987857317616,2.0,,10-fold cross-validation,RF,,0.0,
bacc_test_q1,0.11392050614359663,1.0,,10-fold cross-validation,RF,,0.0,
bacc_test_minmax,0.0,57.0,,10-fold cross-validation,RF,,0.0,
n_test,0.0,58.0,,10-fold cross-validation,RF,,1.0,
n_classes,0.0,58.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_mean,0.019193723475070815,12.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_q0,0.0,58.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_q25,0.005456918253744879,32.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_q50,0.01782261914593397,13.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_q75,0.005978635316703498,30.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_q1,0.0,58.0,,10-fold cross-validation,RF,,1.0,
neighborhood_size_minmax,0.0,58.0,,10-fold cross-validation,RF,,1.0,
uncertainty_mean,0.008306252329379756,24.0,,10-fold cross-validation,RF,,1.0,
uncertainty_q0,0.007681122624113629,26.0,,10-fold cross-validation,RF,,1.0,
uncertainty_q25,0.00910504416747434,19.0,,10-fold cross-validation,RF,,1.0,
uncertainty_q50,0.009013732155052488,20.0,,10-fold cross-validation,RF,,1.0,
uncertainty_q75,0.009648744131284154,18.0,,10-fold cross-validation,RF,,1.0,
uncertainty_q1,0.006444202147868916,29.0,,10-fold cross-validation,RF,,1.0,
uncertainty_minmax,0.007248661106109956,27.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_mean,0.016074280233230976,14.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_q0,0.015033052265654465,15.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_q25,0.006959680348121667,28.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_q50,0.003022121212121212,35.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_q75,0.0023762531328320796,37.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,1.0,
target_approx_consistency_in_neighborhood_minmax,0.008725886182782734,23.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_mean,0.023403337504285648,9.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_q0,0.003516051654423094,34.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_q25,0.03422446874013257,8.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_q50,0.021146780204832058,11.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_q75,0.01011572843231202,17.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,1.0,
pred_targets_consistency_in_neighborhood_minmax,0.005976475692042114,31.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_mean,0.014239287431145331,16.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_q0,0.023260117790345588,10.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_q25,0.008841104238863423,22.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_q50,0.0049000878348704445,33.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_q75,0.0017889292724819039,41.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,1.0,
target_targets_consistency_in_neighborhood_minmax,0.03443739410969175,7.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.00044070512820512865,48.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0020534188034188033,40.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0016641540875609504,42.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0008405982905982906,44.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,58.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,1.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.00044210419210419217,47.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_mean,0.0021929824561403503,38.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_q0,0.0,58.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_q25,7.548309178743977e-05,50.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_q50,0.00041623533471359564,49.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_q75,0.007769991934394109,25.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_q1,0.0007380135163899532,45.0,,10-fold cross-validation,RF,,1.0,
target_diversity_in_neighborhood_minmax,0.0021867340686274506,39.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_mean,0.008956937477081954,21.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_q0,0.0,58.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_q25,0.0,58.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_q50,0.0,58.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_q75,0.0030186860598402352,36.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_q1,0.0013705321561601755,43.0,,10-fold cross-validation,RF,,1.0,
approx_diversity_in_neighborhood_minmax,0.0007171641808609034,46.0,,10-fold cross-validation,RF,,1.0,
bacc_test_mean,0.10725249561449235,4.0,,10-fold cross-validation,RF,,1.0,
bacc_test_q0,0.1073521335858398,3.0,,10-fold cross-validation,RF,,1.0,
bacc_test_q25,0.09370217231911,5.0,,10-fold cross-validation,RF,,1.0,
bacc_test_q50,0.08018483006969493,6.0,,10-fold cross-validation,RF,,1.0,
bacc_test_q75,0.11385128032974205,2.0,,10-fold cross-validation,RF,,1.0,
bacc_test_q1,0.12083265617033183,1.0,,10-fold cross-validation,RF,,1.0,
bacc_test_minmax,0.0,58.0,,10-fold cross-validation,RF,,1.0,
n_test,0.0001881720430107525,49.0,,10-fold cross-validation,RF,,2.0,
n_classes,0.0,58.5,,10-fold cross-validation,RF,,2.0,
neighborhood_size_mean,0.022366420507956678,10.0,,10-fold cross-validation,RF,,2.0,
neighborhood_size_q0,0.0,58.5,,10-fold cross-validation,RF,,2.0,
neighborhood_size_q25,0.012064652325807931,16.0,,10-fold cross-validation,RF,,2.0,
neighborhood_size_q50,0.02552844952522747,9.0,,10-fold cross-validation,RF,,2.0,
neighborhood_size_q75,0.005716609677087619,27.0,,10-fold cross-validation,RF,,2.0,
neighborhood_size_q1,0.0,58.5,,10-fold cross-validation,RF,,2.0,
neighborhood_size_minmax,0.0,58.5,,10-fold cross-validation,RF,,2.0,
uncertainty_mean,0.011238336575618875,18.0,,10-fold cross-validation,RF,,2.0,
uncertainty_q0,0.004466417107218582,30.0,,10-fold cross-validation,RF,,2.0,
uncertainty_q25,0.0054441434809895115,28.0,,10-fold cross-validation,RF,,2.0,
uncertainty_q50,0.007001031358609999,26.0,,10-fold cross-validation,RF,,2.0,
uncertainty_q75,0.0075420275062580274,24.0,,10-fold cross-validation,RF,,2.0,
uncertainty_q1,0.007843012950204198,22.0,,10-fold cross-validation,RF,,2.0,
uncertainty_minmax,0.00943435996063234,19.0,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_mean,0.008211942341715506,21.0,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_q0,0.0035506560166886254,36.0,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_q25,0.0041263382816014394,32.0,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_q50,0.004118333333333332,33.0,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_q75,0.0011111111111111115,42.0,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_q1,0.0,58.5,,10-fold cross-validation,RF,,2.0,
target_approx_consistency_in_neighborhood_minmax,0.0022222222222222222,38.0,,10-fold cross-validation,RF,,2.0,
pred_targets_consistency_in_neighborhood_mean,0.02161873902556026,11.0,,10-fold cross-validation,RF,,2.0,
