var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv
bacc_test,0.10174114257097244,4.0,banknote,one-data-set-out,XGB,,
n_test,0.002807958982884884,24.0,banknote,one-data-set-out,XGB,,
n_classes,0.0,44.0,banknote,one-data-set-out,XGB,,
neighborhood_size_mean,0.1487957239151001,3.0,banknote,one-data-set-out,XGB,,
neighborhood_size_q0,0.0,44.0,banknote,one-data-set-out,XGB,,
neighborhood_size_q25,0.0,44.0,banknote,one-data-set-out,XGB,,
neighborhood_size_q50,0.0,44.0,banknote,one-data-set-out,XGB,,
neighborhood_size_q75,0.0,44.0,banknote,one-data-set-out,XGB,,
neighborhood_size_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
neighborhood_size_minmax,0.0,44.0,banknote,one-data-set-out,XGB,,
uncertainty_mean,0.009679246693849564,13.0,banknote,one-data-set-out,XGB,,
uncertainty_q0,0.01128440536558628,11.0,banknote,one-data-set-out,XGB,,
uncertainty_q25,0.07561232894659042,5.0,banknote,one-data-set-out,XGB,,
uncertainty_q50,0.06007992476224899,6.0,banknote,one-data-set-out,XGB,,
uncertainty_q75,0.004181315656751394,19.0,banknote,one-data-set-out,XGB,,
uncertainty_q1,0.054266903549432755,7.0,banknote,one-data-set-out,XGB,,
uncertainty_minmax,0.010740433819591999,12.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_mean,0.0006731670582666993,27.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q0,0.0,44.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q25,0.21274434030056,1.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q50,0.006228882819414139,16.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q75,0.0,44.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_minmax,0.0,44.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_mean,0.014316190965473652,10.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q0,0.009506781585514545,14.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q25,0.0032113436609506607,22.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q50,0.0,44.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q75,0.005775023251771927,17.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_minmax,0.04740773141384125,8.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_mean,0.008390391245484352,15.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q0,0.0,44.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q25,0.1506129652261734,2.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q50,0.0018136868020519614,25.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q75,0.0,44.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_minmax,0.0,44.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0038159170653671026,21.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q0,0.041889190673828125,9.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q25,0.004124361556023359,20.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,44.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,44.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,44.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_mean,0.005586372222751379,18.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q0,0.0,44.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q25,0.0,44.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q50,0.0,44.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q75,0.0,44.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
target_diversity_in_neighborhood_minmax,0.0,44.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_mean,0.00037412162055261433,28.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q0,0.0,44.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q25,0.0,44.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q50,0.003036968410015106,23.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q75,0.0013031320413574576,26.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q1,0.0,44.0,banknote,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_minmax,0.0,44.0,banknote,one-data-set-out,XGB,,
bacc_test,0.06526564806699753,7.0,diabetes,one-data-set-out,XGB,,
n_test,3.890913285431452e-05,33.0,diabetes,one-data-set-out,XGB,,
n_classes,0.0,46.5,diabetes,one-data-set-out,XGB,,
neighborhood_size_mean,0.00722567830234766,19.0,diabetes,one-data-set-out,XGB,,
neighborhood_size_q0,0.0,46.5,diabetes,one-data-set-out,XGB,,
neighborhood_size_q25,0.009503776207566261,17.0,diabetes,one-data-set-out,XGB,,
neighborhood_size_q50,0.024156002327799797,14.0,diabetes,one-data-set-out,XGB,,
neighborhood_size_q75,0.0,46.5,diabetes,one-data-set-out,XGB,,
neighborhood_size_q1,0.07962879538536072,4.0,diabetes,one-data-set-out,XGB,,
neighborhood_size_minmax,0.0,46.5,diabetes,one-data-set-out,XGB,,
uncertainty_mean,0.04160228371620178,11.0,diabetes,one-data-set-out,XGB,,
uncertainty_q0,0.007350340019911528,18.0,diabetes,one-data-set-out,XGB,,
uncertainty_q25,0.013700263574719429,16.0,diabetes,one-data-set-out,XGB,,
uncertainty_q50,0.003327848855406046,24.0,diabetes,one-data-set-out,XGB,,
uncertainty_q75,0.043287940323352814,10.0,diabetes,one-data-set-out,XGB,,
uncertainty_q1,0.023080136626958847,15.0,diabetes,one-data-set-out,XGB,,
uncertainty_minmax,0.06468426436185837,8.0,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_mean,0.0005101255956105888,28.0,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q0,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q25,0.08243417739868164,3.0,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q50,0.0006398301920853555,26.0,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q75,0.0026134958025068045,25.0,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q1,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_minmax,0.0,46.5,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_mean,0.004320510197430849,22.0,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q0,0.0,46.5,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q25,0.0006016772240400314,27.0,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q50,0.0,46.5,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q75,0.0001339485461357981,31.0,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q1,0.0,46.5,diabetes,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_minmax,0.03318525850772858,12.0,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_mean,0.1088441014289856,2.0,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q0,0.024200165644288063,13.0,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q25,0.07784729450941086,5.0,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q50,0.00016365876945201308,30.0,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q75,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q1,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_minmax,0.0,46.5,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0004069659626111388,29.0,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q0,6.486603524535894e-05,32.0,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q25,0.005940635222941637,20.0,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,46.5,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,46.5,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,46.5,diabetes,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_mean,0.06744234263896942,6.0,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q0,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q25,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q50,0.051926176995038986,9.0,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q75,0.0,46.5,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q1,0.1460912674665451,1.0,diabetes,one-data-set-out,XGB,,
target_diversity_in_neighborhood_minmax,0.0,46.5,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_mean,0.005598678253591061,21.0,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q0,0.0,46.5,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q25,0.0,46.5,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q50,0.0,46.5,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q75,0.0,46.5,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q1,0.004182861652225256,23.0,diabetes,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_minmax,0.0,46.5,diabetes,one-data-set-out,XGB,,
bacc_test,0.21854393184185028,1.0,wilt,one-data-set-out,XGB,,
n_test,0.0,44.0,wilt,one-data-set-out,XGB,,
n_classes,0.0,44.0,wilt,one-data-set-out,XGB,,
neighborhood_size_mean,0.09353144466876984,4.0,wilt,one-data-set-out,XGB,,
neighborhood_size_q0,0.0,44.0,wilt,one-data-set-out,XGB,,
neighborhood_size_q25,0.0,44.0,wilt,one-data-set-out,XGB,,
neighborhood_size_q50,0.02181178145110607,11.0,wilt,one-data-set-out,XGB,,
neighborhood_size_q75,0.0,44.0,wilt,one-data-set-out,XGB,,
neighborhood_size_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
neighborhood_size_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
uncertainty_mean,0.005061589181423187,18.0,wilt,one-data-set-out,XGB,,
uncertainty_q0,0.0021467870101332664,22.0,wilt,one-data-set-out,XGB,,
uncertainty_q25,0.0016847285442054272,23.0,wilt,one-data-set-out,XGB,,
uncertainty_q50,0.029609819874167442,9.0,wilt,one-data-set-out,XGB,,
uncertainty_q75,0.043085601180791855,7.0,wilt,one-data-set-out,XGB,,
uncertainty_q1,0.007562040351331234,14.0,wilt,one-data-set-out,XGB,,
uncertainty_minmax,0.0050113387405872345,19.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_mean,0.06611395627260208,6.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q0,0.0,44.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q25,0.0,44.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q50,0.06851579993963242,5.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q75,0.0024219548795372248,21.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
target_approx_consistency_in_neighborhood_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_mean,0.1209263801574707,3.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q0,0.0,44.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q25,0.022624602541327477,10.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q50,0.0008624896872788668,26.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q75,0.1985180377960205,2.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
pred_targets_consistency_in_neighborhood_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_mean,0.017011770978569984,12.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q0,0.03321641683578491,8.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q25,0.0,44.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q50,0.0,44.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q75,0.001187118119560182,24.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
target_targets_consistency_in_neighborhood_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0005489275208674371,27.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0002522007271181792,28.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,44.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,44.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,44.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_mean,0.007203041110187769,15.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q0,0.0,44.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q25,0.0,44.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q50,0.0055972980335354805,17.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q75,0.006467609200626612,16.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
target_diversity_in_neighborhood_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_mean,0.0009605871746316552,25.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q0,0.0,44.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q25,0.0,44.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q50,0.015706200152635574,13.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q75,0.003816579934209585,20.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_q1,0.0,44.0,wilt,one-data-set-out,XGB,,
approx_diversity_in_neighborhood_minmax,0.0,44.0,wilt,one-data-set-out,XGB,,
bacc_test,0.1299092024564743,2.0,,one-model-out,XGB,lin,
n_test,0.006525980308651924,21.0,,one-model-out,XGB,lin,
n_classes,0.0,43.5,,one-model-out,XGB,lin,
neighborhood_size_mean,0.05856781825423241,7.0,,one-model-out,XGB,lin,
neighborhood_size_q0,0.0,43.5,,one-model-out,XGB,lin,
neighborhood_size_q25,0.0,43.5,,one-model-out,XGB,lin,
neighborhood_size_q50,0.09373041987419128,5.0,,one-model-out,XGB,lin,
neighborhood_size_q75,0.0,43.5,,one-model-out,XGB,lin,
neighborhood_size_q1,0.026484858244657516,12.0,,one-model-out,XGB,lin,
neighborhood_size_minmax,0.0,43.5,,one-model-out,XGB,lin,
uncertainty_mean,0.03523827716708183,9.0,,one-model-out,XGB,lin,
uncertainty_q0,0.021630682051181793,13.0,,one-model-out,XGB,lin,
uncertainty_q25,0.010383717715740204,16.0,,one-model-out,XGB,lin,
uncertainty_q50,0.00031331501668319106,27.0,,one-model-out,XGB,lin,
uncertainty_q75,0.11257331073284149,3.0,,one-model-out,XGB,lin,
uncertainty_q1,0.07503505796194077,6.0,,one-model-out,XGB,lin,
uncertainty_minmax,0.02155786007642746,14.0,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_mean,0.00818684697151184,19.0,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_q25,0.13213816285133362,1.0,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_q75,0.002946458524093032,25.0,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,lin,
target_approx_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_mean,0.03852519765496254,8.0,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_q25,0.0,43.5,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_q75,0.11187136918306351,4.0,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,lin,
pred_targets_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_mean,0.0,43.5,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_q0,0.02699570544064045,11.0,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_q25,0.005169666837900877,23.0,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_q75,0.008353699930012226,18.0,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,lin,
target_targets_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_mean,0.005652397871017456,22.0,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_q0,0.0027853406500071287,26.0,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,43.5,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_q50,0.013980591669678688,15.0,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,lin,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_mean,0.006587841548025608,20.0,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_q25,0.0,43.5,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_q50,0.032172832638025284,10.0,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,lin,
target_diversity_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_mean,0.0038497862406075,24.0,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_q25,0.0,43.5,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_q50,0.008833588100969791,17.0,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,lin,
approx_diversity_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,lin,
bacc_test,0.17847037315368652,1.0,,one-model-out,XGB,nn,
n_test,0.03891623765230179,9.0,,one-model-out,XGB,nn,
n_classes,0.0,43.5,,one-model-out,XGB,nn,
neighborhood_size_mean,0.0555400587618351,6.0,,one-model-out,XGB,nn,
neighborhood_size_q0,0.0,43.5,,one-model-out,XGB,nn,
neighborhood_size_q25,0.04300457611680031,7.0,,one-model-out,XGB,nn,
neighborhood_size_q50,0.1444147527217865,2.0,,one-model-out,XGB,nn,
neighborhood_size_q75,0.0,43.5,,one-model-out,XGB,nn,
neighborhood_size_q1,0.0,43.5,,one-model-out,XGB,nn,
neighborhood_size_minmax,0.0,43.5,,one-model-out,XGB,nn,
uncertainty_mean,0.0203318540006876,17.0,,one-model-out,XGB,nn,
uncertainty_q0,0.014050639234483242,18.0,,one-model-out,XGB,nn,
uncertainty_q25,0.024782950058579445,13.0,,one-model-out,XGB,nn,
uncertainty_q50,0.0567941777408123,5.0,,one-model-out,XGB,nn,
uncertainty_q75,0.02401512674987316,14.0,,one-model-out,XGB,nn,
uncertainty_q1,0.011103425174951553,21.0,,one-model-out,XGB,nn,
uncertainty_minmax,0.021012160927057266,16.0,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_mean,0.006577474530786276,23.0,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_q25,0.03987705707550049,8.0,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_q50,0.006073168944567442,24.0,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_q75,0.00152738974429667,26.0,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,nn,
target_approx_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_mean,0.09026464819908142,3.0,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_q0,0.07015451788902283,4.0,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_q25,0.008035588078200817,22.0,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_q75,0.021965689957141876,15.0,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,nn,
pred_targets_consistency_in_neighborhood_minmax,0.032052215188741684,11.0,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_mean,0.03327406197786331,10.0,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_q0,0.030265696346759796,12.0,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_q25,0.002003713045269251,25.0,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,nn,
target_targets_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_mean,0.012042071670293808,20.0,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_q25,0.012074480764567852,19.0,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,nn,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_mean,0.0013758690329268575,27.0,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_q25,0.0,43.5,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,nn,
target_diversity_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_mean,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_q0,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_q25,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_q50,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_q75,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_q1,0.0,43.5,,one-model-out,XGB,nn,
approx_diversity_in_neighborhood_minmax,0.0,43.5,,one-model-out,XGB,nn,
bacc_test,0.0958697721362114,2.0,,one-model-out,XGB,svm,
n_test,0.015343138948082924,19.0,,one-model-out,XGB,svm,
n_classes,0.0,47.5,,one-model-out,XGB,svm,
neighborhood_size_mean,0.06763499230146408,6.0,,one-model-out,XGB,svm,
neighborhood_size_q0,0.0,47.5,,one-model-out,XGB,svm,
neighborhood_size_q25,0.0,47.5,,one-model-out,XGB,svm,
neighborhood_size_q50,0.0469534769654274,7.0,,one-model-out,XGB,svm,
neighborhood_size_q75,0.0,47.5,,one-model-out,XGB,svm,
neighborhood_size_q1,0.025933178141713142,14.0,,one-model-out,XGB,svm,
neighborhood_size_minmax,0.0,47.5,,one-model-out,XGB,svm,
uncertainty_mean,0.021487601101398468,16.0,,one-model-out,XGB,svm,
uncertainty_q0,0.017493069171905518,18.0,,one-model-out,XGB,svm,
uncertainty_q25,0.022905942052602768,15.0,,one-model-out,XGB,svm,
uncertainty_q50,0.004394399467855692,25.0,,one-model-out,XGB,svm,
uncertainty_q75,0.12707021832466125,1.0,,one-model-out,XGB,svm,
uncertainty_q1,0.07115878909826279,5.0,,one-model-out,XGB,svm,
uncertainty_minmax,0.0121974628418684,22.0,,one-model-out,XGB,svm,
target_approx_consistency_in_neighborhood_mean,0.012881525792181492,20.0,,one-model-out,XGB,svm,
target_approx_consistency_in_neighborhood_q0,0.0,47.5,,one-model-out,XGB,svm,
target_approx_consistency_in_neighborhood_q25,0.08439426869153976,4.0,,one-model-out,XGB,svm,
target_approx_consistency_in_neighborhood_q50,0.0,47.5,,one-model-out,XGB,svm,
